uid,psychopathy,machiavellianism,narcissism,openness,conscientiousness,extraversion,agreeableness,neuroticism,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100
2757,2.444444444,2.6,3.444444444,6.5,5,6,3,4,29.68,0,0,0,0,0,14,38,20,6.493670886,79,513,113,1,1.763427994,2.056904851,2.698100546,499,2,0,0,16.81,16.18,75.95,45.07,13.7,9.24,6.34,0.33,1.77,0.35,0.44,4.46,4.1,15.12,9.25,2.66,9.98,1.52,4.64,10.25,3.62,2.5,2.17,2.02,1.34,6.19,0.11,0.21,1.11,7.86,4.78,3.05,0.41,1.65,0.51,12.32,1.55,1.15,1.38,2.06,1.58,0.47,2.56,2.21,2.29,0.92,0.7,0.54,2.63,0.98,0.57,0.6,0.57,13.61,1.55,5.19,7.23,1.71,1.38,1.42,0.35,0.35,0.44,0.28,1.88,0.16,0.54,9.82,1.25,2.96,0.4,1.12,3.27,0.17,0.57,3.89,0.06,10.98,34.82
2758,1.888888889,1.8,1.333333333,7,1.5,2.5,3.5,4.5,15.74,0,0,0,0,0,3,5,12,2.775510204,49,136,0,0,0.954242509,1.602059991,2.11058971,129,0,0,0,8.75,18.1,79.06,50.17,14.7,9.39,6.03,0.25,2.38,0.47,0.25,5.31,5.95,14.36,9.39,2.89,9.35,0.81,5.14,10.83,4.63,2.25,2.17,1.53,0.34,7.56,0.21,0.08,0.89,6.54,3.74,2.8,0.76,0.59,0.72,13.98,2.76,1.15,1.7,2.72,1.36,0.64,2.51,2.55,1.57,0.34,0.51,0.47,2.29,0.85,0.55,0.17,0.76,12.28,1.78,5.1,5.73,2.42,1.15,1.87,0.42,0.34,0.25,0.25,0.51,0.34,0.38,15.29,3.74,2.21,0.04,1.15,0.34,1.23,1.1,6.07,0.21,4.76,36.49
2759,1.666666667,2.7,3.222222222,6.5,5.5,4,5.5,5,22.36,0,0,0,0,0,2,2,6,2,45,90,119,0,1.397940009,1.934498451,1.934498451,86,0,0,0,11.38,17.32,55.38,30.03,8.19,5.72,3.33,0.09,1.62,0.43,0.26,2.47,4.1,9.3,4.52,1.28,6.91,0.6,2.65,7.68,3.07,1.11,1.45,2.65,0.17,4.78,0.09,0.09,0.26,8.7,6.57,2.13,0.09,0.85,0.51,7.51,0.85,1.02,1.11,2.22,0.94,0.26,1.19,1.71,2.82,1.88,0.68,0.09,1.19,0.26,0.17,0.51,0.26,9.64,1.88,3.92,3.75,0.77,1.11,2.05,0.43,0.68,0.34,0.26,0.85,0.09,0.26,13.05,0.94,6.48,0,1.37,7.34,0.09,1.02,1.28,0.34,20.73,53.16
2760,3.111111111,3.8,2.666666667,5.5,3,1,6,6.5,11.07,0,0,0,0,0,2,0,5,1.839506173,81,149,5,0,0.77815125,1.531478917,2.164352856,146,15,0,0,19.12,17.19,73,44.6,10.32,7.18,1.26,0.1,0.75,4.72,0.34,3.14,8.2,10.05,6.7,2.39,6.32,0.58,2.46,13.16,3.49,1.16,1.71,1.3,0.51,9.5,0.41,0.03,0.82,5.02,3.18,1.85,0.21,0.92,0.34,10.87,1.4,0.68,0.82,1.37,2.84,0.27,2.63,1.54,3.08,1.26,0.96,0.48,2.56,1.13,0.55,0.68,0.44,13.06,1.2,4.92,7.18,1.06,1.71,2.19,0.31,0.27,0.31,0.55,0.14,0.03,0.24,10.39,4.24,3.38,0.51,0.31,0.14,0.58,1.71,2.32,0.03,2.22,25.87
2761,1.111111111,1.9,2,6.5,6,3,5.5,2,10.11,0,0,0,0,0,1,0,1,1,2,2,0,0,0,1.462397998,0.301029996,2,0,0,0,16,28.12,68.75,34.38,15.62,12.5,12.5,0,0,0,0,3.12,3.12,18.75,9.38,9.38,9.38,0,6.25,0,0,0,0,0,0,6.25,0,0,0,12.5,9.38,3.12,0,0,0,9.38,0,0,9.38,3.12,0,0,0,0,0,0,0,0,3.12,0,3.12,0,0,6.25,0,0,6.25,0,0,0,6.25,3.12,0,0,0,0,0,6.25,0,3.12,0,0,25,0,0,0,0,15.62,56.25
2762,1.222222222,2.5,3.333333333,4,5.5,1.5,6.5,6,,,,,,,,,,,,,4,0,0.301029996,1.770852012,1.62324929,42,44,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,2.222222222,3,3,4,6,7,4,2,15.63,0,0,0,1,3,9,25,53,6.029850746,67,404,32,0,1.079181246,1.531478917,2.607455023,405,122,0,0,40.47,20.24,75.82,46.47,12.33,8.37,3.27,0.71,2.3,1.37,0.69,3.96,5.57,13.74,8.73,2.7,9.34,0.86,4.68,9.04,4.58,2.66,2.1,1.33,0.23,9.55,0.46,0.03,1.06,8.78,6.56,2.21,0.41,0.8,0.43,13.9,1.71,1.21,1.71,2.4,1.46,0.51,2.88,3.28,2.47,1.3,0.47,0.46,1.87,0.64,0.4,0.5,0.37,10.9,1.49,4.96,4.64,1.69,2.31,2.1,0.34,0.6,0.39,0.14,1.06,0.27,0.27,2.91,0.7,1.29,0.1,0.9,1.07,0.29,0.3,2.46,0.09,10.91,21.22
2764,1,2.6,2.222222222,7,4,3,7,6.5,25.39,0,0,0,1,1,5,6,42,3.730769231,52,194,114,0,2.004321374,2.495544338,2.283301229,192,0,0,0,12.66,23.79,53.43,29.7,7.83,4.96,2.55,0.52,1.21,0.1,0.59,2.87,3.07,10.35,5.25,1.8,7.18,0.72,3.1,8.32,2.58,1.01,1.31,1.11,0,5.87,0.07,0.13,0.46,5.87,4.73,1.11,0.07,0.55,0.2,10.05,0.85,1.24,1.21,1.34,0.78,0.88,2.19,1.34,2.15,0.98,0.42,0.65,2.06,0.65,0.49,0.39,0.55,10.28,1.14,4.14,4.86,1.99,1.31,1.63,0.16,0.62,0.13,0.07,0.49,0.03,0.13,8.94,1.6,5.58,0.2,1.31,5.97,0.91,0.13,2.06,0.33,27.74,55.03
2765,2.444444444,3.2,2.888888889,4,4,6,4,5.5,10.21,0,0,0,0,0,2,0,3,1.5,36,54,117,0,0.602059991,1.602059991,1.72427587,53,1,0,0,24.24,21.61,47.34,26.71,4.78,2.71,0.76,0.22,0.98,0.43,0.33,2.06,4.45,6.41,4.13,1.19,4.34,0.43,2.5,7.17,2.61,0.54,2.28,0.98,0,4.67,0.22,0.22,0.43,4.56,3.37,1.19,0.11,0.43,0.33,6.95,0.98,0.98,0.65,1.3,0.98,0,1.19,1.41,1.74,1.09,0.54,0.11,0.54,0,0.33,0.11,0.11,8.79,0.87,3.91,4.13,1.09,1.19,2.17,0.11,0.43,0.22,0.33,0.43,0,0.22,13.25,3.58,7.82,0.22,0.43,1.09,2.61,2.39,3.04,0.43,15.85,51.57
2766,1.111111111,2,2.666666667,7,4,5.5,6.5,2,10.38,0,0,0,0,0,1,0,1,1,5,5,0,0,0.477121255,1.431363764,0.698970004,5,0,0,0,13,21.79,69.23,33.33,7.69,3.85,2.56,0,0,0,1.28,3.85,3.85,6.41,2.56,0,6.41,0,3.85,12.82,5.13,2.56,1.28,0,0,6.41,0,0,2.56,2.56,1.28,1.28,1.28,0,0,12.82,2.56,1.28,1.28,5.13,1.28,0,0,3.85,1.28,1.28,0,0,1.28,0,1.28,0,0,29.49,6.41,5.13,17.95,1.28,0,0,0,1.28,0,0,0,0,0,26.92,6.41,3.85,0,1.28,2.56,0,0,7.69,0,11.54,60.26
2767,1.888888889,2.8,3.111111111,6.5,2.5,4,6,7,10.37,0,0,0,0,0,1,0,2,1.111111111,9,10,66,0,0.477121255,0.954242509,1,10,7,0,0,14.92,25.14,73.18,46.93,10.06,6.15,3.91,1.12,1.12,0,0,3.91,7.82,17.32,11.17,2.23,12.29,0.56,2.23,10.61,3.91,2.23,2.79,1.68,0,5.59,0,0,1.12,2.23,2.23,0,0,0,0,14.53,1.68,1.68,1.68,1.12,1.68,1.68,3.91,1.12,3.35,2.23,1.12,0,3.91,0.56,0,1.68,2.23,8.94,0,5.59,3.35,2.23,0,0.56,0,0.56,0,0,1.12,0,1.12,10.61,2.23,2.79,0,1.68,2.23,2.79,2.23,4.47,0,12.85,41.9
2768,1.333333333,3.2,2.111111111,5,6,2,6,2,10.12,0,0,0,0,0,1,0,1,1,2,2,77,0,0.77815125,2.206825876,0.301029996,2,0,0,0,62,19.35,80.65,54.84,6.45,4.84,0,3.23,1.61,0,0,1.61,6.45,12.9,8.06,3.23,8.06,1.61,3.23,17.74,1.61,6.45,8.06,0,0,12.9,0,0,3.23,0,0,0,0,0,0,22.58,4.84,3.23,6.45,1.61,0,0,3.23,1.61,0,0,0,0,0,0,0,0,0,12.9,1.61,9.68,1.61,3.23,0,3.23,0,1.61,0,0,0,0,0,9.68,0,1.61,0,0,0,0,0,3.23,0,6.45,20.97
2769,2.555555556,2.9,3,2.5,7,5,3.5,3.5,,,,,,,,,,,,,55,0,1,2.075546961,1.929418926,85,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,1.888888889,3.4,1.777777778,4.5,4,1.5,4,6.5,19.29,0,0,0,0,0,1,0,2,1.333333333,6,8,0,0,0.698970004,1.380211242,0.84509804,7,0,0,0,11.31,21.09,82.31,48.3,13.61,10.2,4.76,0.68,4.08,0,0.68,3.4,4.76,22.45,10.88,8.84,10.2,0.68,3.4,11.56,4.08,3.4,2.04,1.36,0,14.29,0,0,0.68,10.2,10.2,0,0,0,0,16.33,2.04,0,3.4,3.4,1.36,0,5.44,2.04,3.4,2.04,0.68,0.68,4.08,0,0,4.08,0,11.56,2.04,6.12,2.04,1.36,2.04,3.4,0,0,0.68,0,3.4,0,0,4.76,2.72,0,0,1.36,7.48,1.36,1.36,4.76,0,6.8,30.61
2771,1.111111111,2,2.333333333,5.5,6,1,4.5,5,13.78,0,0,0,0,0,2,0,5,2.060606061,33,68,0,0,0.77815125,1.278753601,1.832508913,68,8,0,0,9.22,23.57,68.08,40.02,10.35,6.23,3.62,0.37,1.87,0.37,0,4.11,4.49,10.85,7.36,2.12,6.86,0.75,3.99,9.35,3.74,1.75,2,1.87,0,6.36,0.5,0,0.5,6.48,4.49,2,0.37,0.62,0.25,12.22,1,0.62,1.62,1.87,1,0.12,3.74,2.62,2.99,1.87,0.25,0.25,3.37,0.62,0.75,0.87,1.25,13.84,2.49,6.36,4.86,1.62,2.12,1,0.37,0.62,0.5,0.12,0.5,0.25,0,12.84,2.74,3.37,0.12,1,0.87,1.5,1,3.74,0,12.22,39.4
2772,1.555555556,2.7,1.444444444,4,6,3,3.5,1,,,,,,,,,,,,,4,0,0.301029996,1.278753601,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,1.111111111,2.9,2.777777778,4,5.5,5,3.5,6.5,10,,,,,,,,,,,,4,0,0.301029996,1.414973348,0.602059991,4,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,1.666666667,3,1.333333333,5.5,4.5,2.5,4.5,3.5,,0,0,0,0,0,1,0,3,1.5,4,6,60,0,0.84509804,1.612783857,0.77815125,6,0,0,0,10.79,8.61,93.38,66.89,21.19,16.56,15.23,0,0,1.32,0,4.64,2.65,19.21,11.92,7.95,10.6,0.66,11.26,9.93,13.25,2.65,1.32,0.66,0,7.95,2.65,0,0,10.6,7.28,3.31,0,3.31,0,21.19,0.66,0.66,2.65,3.97,3.31,0,5.3,7.28,3.31,0.66,1.32,1.32,1.32,0.66,0,0,0.66,8.61,1.99,3.31,3.31,1.32,0.66,1.99,0,0,0,0.66,1.32,1.32,0,9.27,0,0,0,0,0,0,0,2.65,0,0,11.92
2775,1.444444444,2.4,3.222222222,7,6.5,5,6,3,24.23,0,0,0,0,0,3,5,12,3.078947368,38,117,143,0,1.939519253,2.28780173,2.068185862,117,1,0,0,13.9,21.36,71.72,37.96,9.46,6.36,2.99,0.83,2.16,0.22,0.17,3.1,5.04,13.56,6.92,1.77,9.85,1,2.82,10.29,2.71,1.11,2.55,1.83,0.17,9.02,0.33,0.11,1.22,8.91,6.81,1.83,0.55,0.44,0.5,12.12,1.77,1.44,1.49,1.88,1.66,0.5,2.82,1.49,2.66,1.6,0.66,0.39,3.15,0.83,0.94,0.94,0.61,12.01,2.6,5.15,4.32,1.6,1.66,2.66,0.33,0.89,0.28,0.11,0.89,0.28,0.22,7.03,3.21,3.38,0.55,1.22,4.26,0.77,0.55,2.16,0.06,12.17,36.14
2776,1.222222222,2.1,2.777777778,5.5,5.5,3,6,3,10.22,0,0,0,0,0,2,0,3,1.363636364,11,15,65,0,0,1.491361694,1.146128036,14,0,0,0,10.92,20.77,76.41,45.07,9.15,5.28,3.52,0.35,1.41,0,0,3.87,5.99,13.38,8.1,2.46,7.75,2.11,4.93,14.44,2.46,0.7,3.17,1.41,0,5.28,0,0.35,0.7,4.93,2.46,2.46,1.06,0,1.06,11.97,2.82,0.7,0.7,3.52,1.06,0.35,2.46,1.41,3.87,1.76,0.35,1.41,3.87,1.41,1.41,0.35,0.7,14.79,1.41,6.34,6.69,1.76,3.87,1.76,0.7,0.35,0,0,0.35,0,0.35,8.45,3.17,0.7,0,1.76,0.35,4.58,3.52,2.11,0.7,3.52,29.58
2777,2.333333333,3.7,3.333333333,6.5,4.5,1.5,3,4.5,52.91,0,0,0,0,3,16,29,30,6.36,75,477,0,0,1.041392685,1.544068044,2.67669361,475,6,0,0,34.66,23.43,74.68,48.08,13.67,8.03,4.39,0.41,2.19,0.44,0.61,5.63,5.79,15.06,10.1,2.1,10.57,1.18,4.75,9.16,4.53,2.17,2.43,1.26,0.41,7.7,0.09,0.02,0.87,6.77,4.57,2.19,0.21,1.02,0.27,14.05,2.05,1.69,2,2.75,1.37,0.29,2.43,2.96,2.7,1.11,0.91,0.5,2.49,0.59,0.61,1,0.35,8.76,1.21,4.28,3.45,1.35,1.26,1.69,0.11,0.56,0.76,0.12,1.34,0.23,0.41,2.72,4.56,1.06,0.06,2.1,1.23,0.23,0.46,3.81,0.12,16.52,33.14
2778,1.222222222,2.2,2.333333333,6.5,6.5,4,7,1,11.47,0,0,0,0,0,2,2,9,2.125,24,51,65,0,1.568201724,1.986771734,1.69019608,49,2,0,0,16.51,17.35,69.56,45.34,13.09,8.51,2.95,0.33,4.58,0.65,0,4.58,5.24,13.09,8.84,0.98,9.49,1.15,4.75,7.86,4.58,1.31,2.13,2.62,0.33,9.66,0.65,0,0.98,9.33,8.02,1.31,0.16,0.65,0.33,10.64,1.15,1.15,1.64,2.29,0.82,0,2.29,2.45,0.98,0.33,0.33,0.33,0.98,0.16,0,0.33,0.49,5.24,0.82,1.47,3.11,0.98,2.29,1.47,0.33,0.65,0,0.16,2.29,0,0.33,8.18,2.29,3.44,0.16,0.98,0.98,0.33,0,0.98,0.16,16.04,33.72
2779,1.444444444,3,1.555555556,3.5,3.5,1,4,4,22.7,0,0,0,0,0,2,0,4,1.7,20,34,27,0,0.602059991,1.602059991,1.51851394,33,0,0,0,15.59,17.04,19.47,7.08,1.55,1.11,0.44,0.22,0.44,0,0,0.44,1.99,0.88,0.66,0.22,0.44,0.22,0.44,1.33,0.88,0.22,1.11,1.55,0.22,1.77,0.22,0,0,2.88,2.43,0.44,0,0,0.44,1.77,0,0.44,0.22,0.88,0.22,0.22,0,0.22,1.55,0.44,0.22,0.44,4.65,0.22,0.44,0,3.98,1.55,0,1.11,0.44,0.66,0.66,0.66,3.76,0,0.22,0,1.33,0,0,7.08,3.98,2.65,0,1.11,10.4,1.33,0,4.42,0.44,15.49,47.57
2780,2.444444444,3.4,3,6.5,6.5,5,4.5,2.5,11.63,0,0,0,0,0,4,7,13,4.148148148,27,112,45,0,0.903089987,1.301029996,2.049218023,112,0,0,1,25.78,25.42,60.32,35.27,5.87,3.3,1.47,0.05,1.36,0.1,0.31,2.57,4.77,9.64,5.66,1.57,6.76,0.58,3.67,11.79,2.78,1.05,1.36,1.47,0.05,4.51,0.26,0.21,0.26,4.25,3.51,0.68,0.16,0.26,0.1,9.8,1.78,0.89,1.1,1.94,0.58,0.05,2.41,1.83,2.73,1.62,0.26,0.68,1.52,0.52,0.37,0.26,0.52,13.73,2.15,6.87,4.87,0.84,1.21,2.25,1.52,0.84,0.05,0.1,0.79,0.21,0.16,11.53,2.88,5.92,0.1,1.1,0.21,1.31,0.73,1.62,0.21,18.82,44.71
2781,2,2.5,2.666666667,5,3,3.5,4.5,3.5,12.83,0,0,0,0,0,2,0,3,1.538461538,13,20,40,0,1.278753601,1.556302501,1.301029996,20,0,0,0,11.69,23.03,62.5,38.49,9.54,6.25,3.62,0.66,1.32,0.66,0,3.29,5.59,12.83,6.58,1.32,9.21,0.99,4.28,10.53,1.64,1.64,1.64,0.66,0.99,5.26,0,0.33,0,5.26,3.29,1.97,0.33,1.32,0.33,12.83,1.97,1.32,0.33,2.96,1.64,1.32,1.97,2.3,2.3,0.66,1.32,0.33,1.32,0.33,0.33,0.66,0,8.88,0.66,4.93,2.96,2.63,1.64,1.97,0.33,0.66,0.66,0,0.33,0,0,12.83,3.62,7.89,0,1.97,1.64,2.3,1.97,2.63,0,15.13,50.99
2782,1.777777778,3.3,2,5,5,2.5,3.5,4.5,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,1.555555556,2.2,1.777777778,2,6.5,1,5,4.5,25.74,0,0,0,0,0,2,0,5,1.510638298,47,71,160,0,1.204119983,1.785329835,1.832508913,68,0,0,0,13.92,18.14,74.46,40.28,6.39,4.21,2.61,0.51,0.87,0.07,0.15,2.18,4.14,10.6,6.24,2.76,5.37,1.09,3.85,14.3,3.56,1.96,2.76,5.66,0,3.92,0,0.07,0.36,7.91,6.1,1.81,0.65,0.22,0.36,11.25,1.16,0.51,1.45,1.45,0.65,0.29,4.35,2.32,2.25,0.44,0,1.52,2.32,1.38,0.87,0,0.07,22.71,4.72,9.36,8.64,2.03,2.47,3.92,0.15,0.15,0.15,0.07,0.29,0.36,0.22,12.99,0.94,1.09,0,0.29,4.57,1.45,0.22,2.32,0.07,6.46,30.48
2784,1.555555556,3.7,3.666666667,6.5,2.5,4,5,5,,,,,,,,,,,,,0,0,0.954242509,1.477121255,1.113943352,13,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,2.888888889,2.7,3.333333333,6,4,5.5,5,3,10.2,0,0,0,0,0,1,0,2,1.428571429,7,10,4,0,0.84509804,2.025305865,1,10,13,0,0,81,20.37,73.46,43.83,11.11,6.17,4.32,0.62,1.23,0,0,4.94,6.17,11.73,8.02,3.09,7.41,0,2.47,11.11,3.09,2.47,1.23,1.23,0,6.79,0,0,1.23,9.26,6.17,3.09,0.62,0,0.62,9.26,2.47,0,0,1.85,1.23,0,2.47,1.85,4.32,3.09,0,1.23,1.85,1.23,0,0.62,0,10.49,2.47,5.56,3.09,3.09,3.09,1.85,0,1.23,0,0,1.85,0,0,9.88,3.7,3.7,0,1.23,13.58,0.62,0,1.23,0,9.26,43.21
2786,1.666666667,2.8,2.888888889,6.5,3,5,5,4,11.26,0,0,0,0,0,1,0,1,1,2,2,4,0,0,1.579783597,0.301029996,2,1,0,0,31,22.58,54.84,16.13,3.23,3.23,0,0,0,3.23,0,0,6.45,0,0,0,0,0,0,0,0,0,6.45,3.23,0,3.23,0,0,0,16.13,16.13,0,0,0,0,32.26,6.45,0,0,12.9,12.9,0,0,0,0,0,0,0,0,0,0,0,0,9.68,0,6.45,3.23,0,0,0,0,0,0,0,0,0,0,0,3.23,0,16.13,0,3.23,0,0,0,0,29.03,51.61
2787,3.111111111,2.5,2.888888889,6.5,4,6,4,5.5,10,0,0,0,0,0,1,0,1,1,1,1,4,0,0.301029996,1.380211242,0,1,1,0,0,15,6.67,80,60,13.33,13.33,0,0,13.33,0,0,0,0,6.67,6.67,0,0,6.67,0,20,20,6.67,6.67,0,0,13.33,0,0,0,6.67,0,6.67,6.67,0,0,20,0,0,13.33,6.67,0,0,0,13.33,6.67,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67
2788,1.888888889,2.8,2.777777778,6,4.5,4.5,5.5,3.5,36.99,0,0,0,0,0,2,3,8,2.637931034,58,153,69,0,1.653212514,1.954242509,2.187520721,154,4,0,0,11.64,20.9,67.93,39.98,10.69,7.38,4.2,0.44,1.77,0.65,0.32,3.31,5.77,10.25,5.49,2.86,5.97,0.65,3.39,10.85,2.94,1.17,1.98,1.49,0.12,6.62,0.28,0.08,0.61,6.74,5.65,1.05,0.16,0.2,0.36,9,1.17,1.09,1.01,1.53,0.77,0.52,2.42,1.41,3.27,1.49,0.93,0.48,1.69,0.52,0.44,0.32,0.65,12.59,1.69,5.12,5.81,1.01,1.45,2.58,0.28,0.73,0.48,0,0.61,0,0.28,10.57,3.19,3.71,0,0.73,1.25,1.37,1.57,1.98,0.24,12.67,37.56
2789,2.222222222,2.6,2.777777778,5,4,3,4.5,2.5,16.59,0,0,0,0,2,15,29,27,6.639344262,61,405,107,0,1.531478917,2.292256071,2.602059991,400,60,0,0,18.67,21.69,64.7,39.06,9.95,6.33,2.91,0.64,1.61,0.81,0.36,3.62,5.68,11.21,7.2,2.06,7.37,0.97,3.4,9.51,3.29,1.64,1.75,2.77,0.2,7.89,0.28,0.16,0.88,5.6,3.58,1.98,0.29,0.93,0.3,10.8,1.69,1.22,1.45,1.68,1.04,0.49,2.3,1.94,2.04,0.91,0.75,0.33,1.98,0.59,0.38,0.75,0.41,11.06,1.87,4.86,4.49,1.75,1.59,1.64,0.28,0.69,0.64,0.29,0.3,0.13,0.28,11.39,3.03,6.63,0.07,0.9,1.07,0.78,2.06,2.92,0.23,12.86,42.23
2790,1.111111111,2.3,2.111111111,6,4,5,5.5,2,26.35,1,3,5,8,19,33,50,109,20.41666667,60,1225,63,0,1.544068044,1.977723605,3.062581984,1155,10,0,4,21.23,22.37,58.24,36.74,11.29,8.07,4.01,1.56,1.82,0.45,0.23,3.22,3.79,11.58,7.13,1.19,8.86,0.89,3.66,8,3.15,1.29,1.52,2.1,0.15,6.27,0.08,0.1,0.4,6,4.93,1.04,0.09,0.56,0.13,10.66,1.09,0.69,0.87,1.44,0.85,0.56,3.22,2.32,2.32,1.69,0.33,0.23,1.3,0.35,0.33,0.53,0.17,9.66,1.18,3.77,4.76,1.11,0.74,1.16,0.16,0.77,0.25,0.22,0.63,0.15,0.1,13.47,1.99,6.25,0.19,0.89,8.83,1.09,0.85,2.71,0.85,24.21,62.54
2791,1.777777778,2.4,2.444444444,5.5,3.5,3,5.5,3.5,10,0,0,0,0,0,1,0,1,1,1,1,4,0,0,1.477121255,0,1,0,0,0,6,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67
2792,1.444444444,3.1,3.444444444,6.5,6.5,4,5.5,4.5,40.98,0,0,4,14,49,70,70,75,28.17567568,74,2085,152,0,1.62324929,2.041392685,3.296226287,1978,176,0,0,12.65,19.67,71.11,42.22,12.72,8.27,4.58,0.74,2.01,0.55,0.39,4.45,4.82,12.32,7.61,2.01,8.58,0.85,4.19,9.61,3.33,1.61,2.18,1.95,0.22,7.6,0.33,0.12,0.66,7.42,5.24,2.15,0.4,0.76,0.35,11.71,1.52,1.18,1.43,2.19,1.29,0.44,2.4,2.18,2.57,1.08,0.98,0.34,1.74,0.46,0.5,0.39,0.43,11.46,1.22,4.89,5.48,2.1,1.24,2.33,0.55,0.6,0.48,0.16,0.95,0.21,0.28,17.3,3.54,5.05,0.28,1.26,3.14,1.25,2.47,3.99,0.42,13.05,52.82
2793,2.444444444,2.2,2.444444444,6.5,4,4.5,3,5,31.17,0,0,0,0,4,22,37,34,8.949152542,59,528,46,0,1.602059991,1.740362689,2.7084209,511,71,0,0,12.04,18.72,72.42,43.65,13.12,9.07,6.26,0.32,1.57,0.56,0.37,4.05,5.17,12.51,8.25,2.44,8.09,1.05,4.99,9.56,3.58,1.71,1.86,2.06,0.74,6.99,0.41,0.16,1.15,5.94,3.41,2.53,0.13,1.21,0.45,11.14,1.58,1.14,1.3,1.95,1.21,0.36,2.14,2.31,2.51,1.09,0.46,0.74,3.95,1.6,0.6,0.9,1.1,10.62,1.45,4.58,4.92,1.45,1.18,1.39,0.68,0.82,0.58,0.28,1.1,0.16,0.36,11.47,1.46,1.68,0.23,2.14,0.86,1.23,1.84,3.7,0.21,12.5,37.62
2794,2.888888889,3.5,2.111111111,7,4.5,4,6,3.5,22.72,0,0,0,0,0,6,10,15,4.315789474,38,164,6,0,1.113943352,1.602059991,2.201397124,159,21,0,0,27.05,19.33,61.47,38.08,12.69,7.66,5.43,0.31,1.34,0.09,0.49,5.03,3.79,11.54,6.95,1.51,8.06,1.25,3.39,7.97,4.01,1.47,1.6,1.43,0.31,5.61,0.27,0.09,0.49,6.24,4.86,1.38,0.04,0.71,0.31,11.09,1.38,1.2,1.47,2.14,0.58,0.58,2.23,2.36,2.58,0.85,0.53,0.67,2.09,1.29,0.27,0.22,0.36,8.02,1.83,3.12,3.12,1.16,1.34,1.11,0.22,0.36,0.13,0.04,1.25,0.09,0.18,8.24,1.83,5.43,0.09,1.16,5.35,1.6,0.62,2.72,0.18,18.93,47.31
2795,2.666666667,3.2,2.777777778,4,4,3.5,4,3,11.84,0,0,0,0,0,1,0,2,1.25,4,5,91,0,0.903089987,2.139879086,0.698970004,5,1,0,0,19.33,22.41,56.9,34.48,6.9,3.45,0,0,3.45,0,0,3.45,3.45,17.24,12.07,0,8.62,5.17,5.17,3.45,3.45,1.72,0,1.72,0,8.62,0,0,1.72,5.17,3.45,1.72,0,0,1.72,12.07,3.45,1.72,0,0,1.72,0,5.17,0,0,0,0,0,1.72,0,0,1.72,0,12.07,3.45,1.72,6.9,0,0,0,1.72,0,0,0,0,0,0,5.17,1.72,10.34,0,0,5.17,0,0,3.45,0,18.97,48.28
